,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38789447
source,MED
pmid,38789447
pmcid,PMC11126598
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11126598')])"
doi,10.1038/s41598-024-61643-w
title,Segmentation of void defects in X-ray images of chip solder joints based on PCB-DeepLabV3 algorithm.
authorString,"Kong D, Hu X, Gong Z, Zhang D."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Kong D'), ('firstName', 'Defeng'), ('lastName', 'Kong'), ('initials', 'D'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')]), OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')])])]))]), OrderedDict([('fullName', 'Hu X'), ('firstName', 'Xinyu'), ('lastName', 'Hu'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China. 19991012@hbut.edu.cn.')]), OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China. 19991012@hbut.edu.cn.')])])]))]), OrderedDict([('fullName', 'Gong Z'), ('firstName', 'Ziang'), ('lastName', 'Gong'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')]), OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')])])]))]), OrderedDict([('fullName', 'Zhang D'), ('firstName', 'Daode'), ('lastName', 'Zhang'), ('initials', 'D'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')]), OrderedDict([('affiliation', 'School of Mechanical Engineering, Hubei University of Technology, Wuhan, China.')])])]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3763648'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,11925
abstractText,"Defects within chip solder joints are usually inspected visually for defects using X-ray imaging to obtain images. The phenomenon of voids inside solder joints is one of the most likely types of defects in the soldering process, and accurate detection of voids becomes difficult due to their irregular shapes, varying sizes, and defocused edges. To address this problem, an X-ray void image segmentation algorithm based on improved PCB-DeepLabV3 is proposed. Firstly, to meet the demand for lightweight and easy deployment in industrial scenarios, mobilenetv2 is used as the feature extraction backbone network of the PCB-DeepLabV3 model; then, Attentional multi-scale two-space pyramid pooling network (AMTPNet) is designed to optimize the shallow feature edges and to improve the ability to capture detailed information; finally, image cropping and cleaning methods are designed to enhance the training dataset, and the improved PCB-DeepLabV3 is applied to the training dataset. The improved PCB-DeepLabV3 model is used to segment the void regions within the solder joints and compared with the classical semantic segmentation models such as Unet, SegNet, PSPNet, and DeeplabV3. The proposed new method enables the solder joint void inspection to get rid of the traditional way of visual inspection, realize intelligent upgrading, and effectively improve the problem of difficult segmentation of the target virtual edges, to obtain the inspection results with higher accuracy."
affiliation,"School of Mechanical Engineering, Hubei University of Technology, Wuhan, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', 'No. 2022BBA0016'), ('agency', 'Hubei Province Key R&D Program of China'), ('orderIn', '0')]), OrderedDict([('grantId', 'No. 2022BBA0016'), ('agency', 'Hubei Province Key R&amp;D Program of China'), ('orderIn', '0')]), OrderedDict([('grantId', 'No. 61976083'), ('agency', 'National Natural Science Foundation of China'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', ['Artificial intelligence', 'Image processing', 'X-ray Generator', 'Semantic Segmentation', 'Automated X-ray Inspection', 'Chip Solder Defects'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-61643-w.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-61643-w')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11126598')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11126598?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
