,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38327770
source,MED
pmid,38327770
pmcid,PMC10848146
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10848146')])"
doi,10.1145/3543873.3587601
title,Application of an ontology for model cards to generate computable artifacts for linking machine learning information from biomedical research.
authorString,"Amith MT, Cui L, Roberts K, Tao C."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Amith MT'), ('firstName', 'Muhammad Tuan'), ('lastName', 'Amith'), ('initials', 'MT'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-4333-1857')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'University of North Texas, USA.')]))]))]), OrderedDict([('fullName', 'Cui L'), ('firstName', 'Licong'), ('lastName', 'Cui'), ('initials', 'L'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-5549-8780')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'The University of Texas Health Science Center at Houston, USA.')]))]))]), OrderedDict([('fullName', 'Roberts K'), ('firstName', 'Kirk'), ('lastName', 'Roberts'), ('initials', 'K'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6525-5213')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'The University of Texas Health Science Center at Houston, USA.')]))]))]), OrderedDict([('fullName', 'Tao C'), ('firstName', 'Cui'), ('lastName', 'Tao'), ('initials', 'C'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4267-1924')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'The University of Texas Health Science Center at Houston, USA.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-5549-8780')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6525-5213')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4267-1924')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-4333-1857')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', 'Companion'), ('volume', '2023'), ('journalIssueId', '3710481'), ('dateOfPublication', '2023 Apr'), ('monthOfPublication', '4'), ('yearOfPublication', '2023'), ('printPublicationDate', '2023-04-01'), ('journal', OrderedDict([('title', 'Proceedings of the ... International World-Wide Web Conference. International WWW Conference'), ('ISOAbbreviation', 'Proc Int World Wide Web Conf'), ('medlineAbbreviation', 'Proc Int World Wide Web Conf'), ('NLMid', '101649720')]))])"
pubYear,2023
pageInfo,820-825
abstractText,"Model card reports provide a transparent description of machine learning models which includes information about their evaluation, limitations, intended use, etc. Federal health agencies have expressed an interest in model cards report for research studies using machine-learning based AI. Previously, we have developed an ontology model for model card reports to structure and formalize these reports. In this paper, we demonstrate a Java-based library (OWL API, FaCT++) that leverages our ontology to publish computable model card reports. We discuss future directions and other use cases that highlight applicability and feasibility of ontology-driven systems to support FAIR challenges."
affiliation,"University of North Texas, USA."
publicationStatus,ppublish
language,eng
pubModel,Print-Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', 'RP220244'), ('agency', 'Cancer Prevention and Research Institute of Texas'), ('orderIn', '0')]), OrderedDict([('grantId', 'RF1AG072799, R56AG074604'), ('agency', 'National Institute on Aging'), ('orderIn', '0')]), OrderedDict([('grantId', 'T15LM007093'), ('agency', 'National Institutes of Health'), ('orderIn', '0')]), OrderedDict([('grantId', 'R56 AG074604'), ('agency', 'NIA NIH HHS'), ('acronym', 'AG'), ('orderIn', '0')]), OrderedDict([('grantId', 'R56 AI150272'), ('agency', 'NIAID NIH HHS'), ('acronym', 'AI'), ('orderIn', '0')]), OrderedDict([('grantId', 'R56AI150272'), ('agency', 'National Institute of Allergy and Infectious Diseases'), ('orderIn', '0')]), OrderedDict([('grantId', 'RF1 AG072799'), ('agency', 'NIA NIH HHS'), ('acronym', 'AG'), ('orderIn', '0')]), OrderedDict([('grantId', 'T15 LM007093'), ('agency', 'NLM NIH HHS'), ('acronym', 'LM'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', ['Artificial intelligence', 'Transparency', 'Ontology', 'Machine Learning', 'Semantic Web', 'Description Logic', 'Inference', 'Document Engineering', 'Fair', 'Model Card Reports'])])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1145/3543873.3587601')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10848146')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10848146?pdf=render')]), OrderedDict([('availability', 'Free'), ('availabilityCode', 'F'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1145/3543873.3587601')])])])"
isOpenAccess,N
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
