,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38642920
source,MED
pmid,38642920
pmcid,PMC11033660
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11033660')])"
doi,10.1136/bmjhci-2023-100935
title,Development of a scoring system to quantify errors from semantic characteristics in incident reports.
authorString,"Uematsu H, Uemura M, Kurihara M, Yamamoto H, Umemura T, Kitano F, Hiramatsu M, Nagao Y."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Uematsu H'), ('firstName', 'Haruhiro'), ('lastName', 'Uematsu'), ('initials', 'H'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-2800-6802')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Quality and Patient Safety, Nagoya University Graduate School of Medicine, Nagoya, Aichi, Japan hiro_uematsu@hotmail.com.')]))]))]), OrderedDict([('fullName', 'Uemura M'), ('firstName', 'Masakazu'), ('lastName', 'Uemura'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Kurihara M'), ('firstName', 'Masaru'), ('lastName', 'Kurihara'), ('initials', 'M'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-9195-4202')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Yamamoto H'), ('firstName', 'Hiroo'), ('lastName', 'Yamamoto'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Umemura T'), ('firstName', 'Tomomi'), ('lastName', 'Umemura'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Kitano F'), ('firstName', 'Fumimasa'), ('lastName', 'Kitano'), ('initials', 'F'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Hiramatsu M'), ('firstName', 'Mariko'), ('lastName', 'Hiramatsu'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')]))]))]), OrderedDict([('fullName', 'Nagao Y'), ('firstName', 'Yoshimasa'), ('lastName', 'Nagao'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Quality and Patient Safety, Nagoya University Graduate School of Medicine, Nagoya, Aichi, Japan.')]), OrderedDict([('affiliation', 'Department of Patient Safety, Nagoya University Hospital, Nagoya, Aichi, Japan.')])])]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-9195-4202')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-2800-6802')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '31'), ('journalIssueId', '3751301'), ('dateOfPublication', '2024 Apr'), ('monthOfPublication', '4'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-04-01'), ('journal', OrderedDict([('title', 'BMJ health & care informatics'), ('ISOAbbreviation', 'BMJ Health Care Inform'), ('medlineAbbreviation', 'BMJ Health Care Inform'), ('NLMid', '101745500'), ('ISSN', '2632-1009'), ('ESSN', '2632-1009')]))])"
pubYear,2024
pageInfo,e100935
abstractText,"<h4>Objectives</h4>Incident reporting systems are widely used to identify risks and enable organisational learning. Free-text descriptions contain important information about factors associated with incidents. This study aimed to develop error scores by extracting information about the presence of error factors in incidents using an original decision-making model that partly relies on natural language processing techniques.<h4>Methods</h4>We retrospectively analysed free-text data from reports of incidents between January 2012 and December 2022 from Nagoya University Hospital, Japan. The sample data were randomly allocated to equal-sized training and validation datasets. We conducted morphological analysis on free text to segment terms from sentences in the training dataset. We calculated error scores for terms, individual reports and reports from staff groups according to report volume size and compared these with conventional classifications by patient safety experts. We also calculated accuracy, recall, precision and F-score values from the proposed 'report error score'.<h4>Results</h4>Overall, 114 013 reports were included. We calculated 36 131 'term error scores' from the 57 006 reports in the training dataset. There was a significant difference in error scores between reports of incidents categorised by experts as arising from errors (p<0.001, <i>d</i>=0.73 (large)) and other incidents. The accuracy, recall, precision and F-score values were 0.8, 0.82, 0.85 and 0.84, respectively. Group error scores were positively associated with expert ratings (correlation coefficient, 0.66; 95% CI 0.54 to 0.75, p<0.001) for all departments.<h4>Conclusion</h4>Our error scoring system could provide insights to improve patient safety using aggregated incident report data."
affiliation,"Department of Quality and Patient Safety, Nagoya University Graduate School of Medicine, Nagoya, Aichi, Japan hiro_uematsu@hotmail.com."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
