,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38714717
source,MED
pmid,38714717
pmcid,PMC11076558
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11076558')])"
doi,10.1038/s41598-024-61140-0
title,Universal and cultural factors shape body part vocabularies.
authorString,"Tjuka A, Forkel R, List JM."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Tjuka A'), ('firstName', 'Annika'), ('lastName', 'Tjuka'), ('initials', 'A'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-3678-1817')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, 04103, Leipzig, Germany. annika_tjuka@eva.mpg.de.')]))]))]), OrderedDict([('fullName', 'Forkel R'), ('firstName', 'Robert'), ('lastName', 'Forkel'), ('initials', 'R'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, 04103, Leipzig, Germany.')]))]))]), OrderedDict([('fullName', 'List JM'), ('firstName', 'Johann-Mattis'), ('lastName', 'List'), ('initials', 'JM'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, 04103, Leipzig, Germany.')]), OrderedDict([('affiliation', 'Chair for Multilingual Computational Linguistics, University of Passau, 94032, Passau, Germany.')])])]))])])])"
authorIdList,"OrderedDict([('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-3678-1817')]))])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3763648'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,10486
abstractText,"Every human has a body. Yet, languages differ in how they divide the body into parts to name them. While universal naming strategies exist, there is also variation in the vocabularies of body parts across languages. In this study, we investigate the similarities and differences in naming two separate body parts with one word, i.e., colexifications. We use a computational approach to create networks of body part vocabularies across languages. The analyses focus on body part networks in large language families, on perceptual features that lead to colexifications of body parts, and on a comparison of network structures in different semantic domains. Our results show that adjacent body parts are colexified frequently. However, preferences for perceptual features such as shape and function lead to variations in body part vocabularies. In addition, body part colexification networks are less varied across language families than networks in the semantic domains of emotion and colour. The study presents the first large-scale comparison of body part vocabularies in 1,028 language varieties and provides important insights into the variability of a universal human domain."
affiliation,"Department of Linguistic and Cultural Evolution, Max Planck Institute for Evolutionary Anthropology, 04103, Leipzig, Germany. annika_tjuka@eva.mpg.de."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', [""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('agency', 'International Max Planck Research School for the Science of Human History'), ('orderIn', '0')]), OrderedDict([('grantId', '101044282'), ('agency', 'European Research Council'), ('acronym', 'ERC_'), ('orderIn', '0')]), OrderedDict([('agency', 'Max Planck Institute for Evolutionary Anthropology'), ('orderIn', '0')])])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Language')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Culture')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Human Body')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Vocabulary')])])])"
keywordList,"OrderedDict([('keyword', ['Semantics', 'Cross-linguistic Comparison', 'Body Parts'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-61140-0.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-61140-0')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11076558')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11076558?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', 'PPR782171'), ('source', 'PPR'), ('type', 'Preprint in'), ('note', 'CrossRef Pre-print loader'), ('orderIn', '10002')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
