,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38461303
source,MED
pmid,38461303
pmcid,PMC10924897
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10924897')])"
doi,10.1038/s41598-024-56518-z
title,Sentiment analysis of video danmakus based on MIBE-RoBERTa-FF-BiLSTM.
authorString,"Zhao J, Liu H, Wang Y, Zhang W, Zhang X, Li B, Sun T, Qi Y, Zhang S."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Zhao J'), ('firstName', 'Jianbo'), ('lastName', 'Zhao'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China. zhaojianbo@stu.xidian.edu.cn."")]))]))]), OrderedDict([('fullName', 'Liu H'), ('firstName', 'Huailiang'), ('lastName', 'Liu'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Wang Y'), ('firstName', 'Yakai'), ('lastName', 'Wang'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Zhang W'), ('firstName', 'Weili'), ('lastName', 'Zhang'), ('initials', 'W'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Zhang X'), ('firstName', 'Xiaojin'), ('lastName', 'Zhang'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Li B'), ('firstName', 'Bowei'), ('lastName', 'Li'), ('initials', 'B'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Telecommunications Engineering, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Sun T'), ('firstName', 'Tong'), ('lastName', 'Sun'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Qi Y'), ('firstName', 'Yanwei'), ('lastName', 'Qi'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))]), OrderedDict([('fullName', 'Zhang S'), ('firstName', 'Shanzhuang'), ('lastName', 'Zhang'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China."")]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3724758'), ('dateOfPublication', '2024 Mar'), ('monthOfPublication', '3'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-03-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,5827
abstractText,"Danmakus are user-generated comments that overlay on videos, enabling real-time interactions between viewers and video content. The emotional orientation of danmakus can reflect the attitudes and opinions of viewers on video segments, which can help video platforms optimize video content recommendation and evaluate users' abnormal emotion levels. Aiming at the problems of low transferability of traditional sentiment analysis methods in the danmaku domain, low accuracy of danmaku text segmentation, poor consistency of sentiment annotation, and insufficient semantic feature extraction, this paper proposes a video danmaku sentiment analysis method based on MIBE-RoBERTa-FF-BiLSTM. This paper constructs a ""Bilibili Must-Watch List and Top Video Danmaku Sentiment Dataset"" by ourselves, covering 10,000 positive and negative sentiment danmaku texts of 18 themes. A new word recognition algorithm based on mutual information (MI) and branch entropy (BE) is used to discover 2610 irregular network popular new words from trigrams to heptagrams in the dataset, forming a domain lexicon. The Maslow's hierarchy of needs theory is applied to guide the consistent sentiment annotation. The domain lexicon is integrated into the feature fusion layer of the RoBERTa-FF-BiLSTM model to fully learn the semantic features of word information, character information, and context information of danmaku texts and perform sentiment classification. Comparative experiments on the dataset show that the model proposed in this paper has the best comprehensive performance among the mainstream models for video danmaku text sentiment classification, with an F1 value of 94.06%, and its accuracy and robustness are also better than other models. The limitations of this paper are that the construction of the domain lexicon still requires manual participation and review, the semantic information of danmaku video content and the positive case preference are ignored."
affiliation,"School of Economics and Management, Xidian University, 266 Xifeng Road, Xi'an, 710071, China. zhaojianbo@stu.xidian.edu.cn."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
