,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38110643
source,MED
pmid,38110643
pmcid,PMC10728182
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10728182')])"
doi,10.1038/s41598-023-49858-9
title,Evidence for optimal semantic search throughout adulthood.
authorString,"Zemla JC, Gooding DC, Austerweil JL."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Zemla JC'), ('firstName', 'Jeffrey C'), ('lastName', 'Zemla'), ('initials', 'JC'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychology, Syracuse University, Syracuse, NY, USA. jczemla@syr.edu.')]))]))]), OrderedDict([('fullName', 'Gooding DC'), ('firstName', 'Diane C'), ('lastName', 'Gooding'), ('initials', 'DC'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Psychology, College of Letters and Science, University of Wisconsin-Madison, Madison, WI, USA.')]), OrderedDict([('affiliation', 'Department of Psychiatry, SMPH, University of Wisconsin-Madison, Madison, WI, USA.')]), OrderedDict([('affiliation', 'Department of Medicine, Division of Gerontology and Geriatrics, SMPH, University of Wisconsin-Madison, Madison, WI, USA.')])])]))]), OrderedDict([('fullName', 'Austerweil JL'), ('firstName', 'Joseph L'), ('lastName', 'Austerweil'), ('initials', 'JL'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychology, College of Letters and Science, University of Wisconsin-Madison, Madison, WI, USA.')]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '13'), ('journalIssueId', '3671610'), ('dateOfPublication', '2023 Dec'), ('monthOfPublication', '12'), ('yearOfPublication', '2023'), ('printPublicationDate', '2023-12-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2023
pageInfo,22528
abstractText,"As people age, they learn and store new knowledge in their semantic memory. Despite learning a tremendous amount of information, people can still recall information relevant to the current situation with ease. To accomplish this, the mind must efficiently organize and search a vast store of information. It also must continue to retrieve information effectively despite changes in cognitive mechanisms due to healthy aging, including a general slowing in information processing and a decline in executive functioning. How effectively does the mind of an individual adjust its search to account for changes due to aging? We tested 746 people ages 25 through 69 on a semantic fluency task (free listing animals) and found that, on average, retrieval follows an optimal path through semantic memory. Participants tended to list a sequence of semantically related animals (e.g., lion, tiger, puma) before switching to a semantically unrelated animal (e.g., whale). We found that the timing of these transitions to semantically unrelated animals was remarkably consistent with an optimal strategy for maximizing the overall rate of retrieval (i.e., the number of animals listed per unit time). Age did not affect an individual's deviation from the optimal strategy given their general performance, suggesting that people adapt and continue to search memory optimally throughout their lives. We argue that this result is more likely due to compensating for a general slowing than a decline in executive functioning."
affiliation,"Department of Psychology, Syracuse University, Syracuse, NY, USA. jczemla@syr.edu."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', 'T15 LM007359'), ('agency', 'NLM NIH HHS'), ('acronym', 'LM'), ('orderIn', '0')]), OrderedDict([('grantId', 'T15LM007359'), ('agency', 'U.S. National Library of Medicine'), ('orderIn', '0')]), OrderedDict([('agency', 'Leon Epstein Faculty Research Fellowship'), ('orderIn', '0')])])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Animals')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Cognition')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Memory')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Mental Recall')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Aging')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Adult')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-023-49858-9')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10728182')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10728182?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2023-12-20
dateOfCreation,2023-12-19
firstIndexDate,2023-12-22
fullTextReceivedDate,2023-12-21
dateOfRevision,2024-02-10
electronicPublicationDate,2023-12-18
firstPublicationDate,2023-12-18
