,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38575650
source,MED
pmid,38575650
pmcid,PMC10995171
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10995171')])"
doi,10.1038/s41598-024-58585-8
title,Typhoon disaster state information extraction for Chinese texts.
authorString,"Ye P, Zhang C, Chen M, Li S."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Ye P'), ('firstName', 'Peng'), ('lastName', 'Ye'), ('initials', 'P'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-2149-8269')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Urban Planning and Development Institute, Yangzhou University, Yangzhou, 225127, China.')]), OrderedDict([('affiliation', 'College of Architectural Science and Engineering, Yangzhou University, Yangzhou, 225127, China.')])])]))]), OrderedDict([('fullName', 'Zhang C'), ('firstName', 'Chunju'), ('lastName', 'Zhang'), ('initials', 'C'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'School of Civil Engineering, Hefei University of Technology, Hefei, 230009, China.')]))]))]), OrderedDict([('fullName', 'Chen M'), ('firstName', 'Mingzhu'), ('lastName', 'Chen'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Key Laboratory of Virtual Geographic Environment, Ministry of Education, Nanjing Normal University, Nanjing, 210023, China.')]), OrderedDict([('affiliation', 'Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China.')])])]))]), OrderedDict([('fullName', 'Li S'), ('firstName', 'Shengcai'), ('lastName', 'Li'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'College of Architectural Science and Engineering, Yangzhou University, Yangzhou, 225127, China. lisc@yzu.edu.cn.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-2149-8269')]))])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3747240'), ('dateOfPublication', '2024 Apr'), ('monthOfPublication', '4'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-04-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,7925
abstractText,"Typhoon disasters undergo a complex evolutionary process influenced by temporal changes, and investigating this process constitutes the central focus of geographical research. As a key node within the typhoon disaster process, the state serves as the foundation for gauging the dynamics of the disaster. The majority of current approaches to disaster information extraction rely on event extraction methods to acquire fundamental elements, including disaster-causing factors, disaster-bearing bodies, disaster-pregnant environment and the extent of damage. Due to the dispersion of various disaster information and the diversity of time and space, it is a challenge for supporting the analysis of the typhoon disaster process. In this paper, a typhoon disaster state information extraction (TDSIE) method for Chinese texts is proposed, which aims to facilitate the systematic integration of fragmented typhoon disaster information. First, the integration of part-of-speech tagging with spatio-temporal information extraction is employed to achieve the tagging of typhoon disaster texts. Second, within the framework of spatio-temporal semantic units, the typhoon disaster semantic vector is constructed to facilitate the identification of information elements of typhoon disaster states. Third, co-referential state information fusion is performed based on spatio-temporal cues. Experimental analysis, conducted using online news as the data source, reveals that the TDSIE achieves precision and recall rates consistently surpassing 85%. The typhoon disaster state information derived from the TDSIE allows for the analysis of spatio-temporal patterns, evolutionary characteristics, and activity modes of typhoon disasters across various scales. Therefore, TDSIE serves as valuable support for investigating the inherent process properties of typhoon disasters."
affiliation,"Urban Planning and Development Institute, Yangzhou University, Yangzhou, 225127, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '42301522'), ('agency', 'National Natural Science Foundation of China'), ('orderIn', '0')]), OrderedDict([('grantId', '42171453'), ('agency', 'National Natural Science Foundation of China'), ('orderIn', '0')]), OrderedDict([('grantId', '2022SJYB2128'), ('agency', 'Key Project of Philosophy and Social Science Research in Colleges and Universities in Jiangsu Province'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', ['Typhoon Disaster', 'Spatio-temporal Semantic Unit', 'State Information Extraction', 'State Information Fusion', 'Typhoon Disaster Semantic Vector'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-58585-8.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-58585-8')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10995171')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10995171?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
