,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38719933
source,MED
pmid,38719933
pmcid,PMC11079068
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11079068')])"
doi,10.1038/s41467-024-48115-5
title,Semantic regularization of electromagnetic inverse problems.
authorString,"Zhang H, Chen Y, Wang Z, Cui TJ, Del Hougne P, Li L."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Zhang H'), ('firstName', 'Hongrui'), ('lastName', 'Zhang'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China.')]))]))]), OrderedDict([('fullName', 'Chen Y'), ('firstName', 'Yanjin'), ('lastName', 'Chen'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China.')]))]))]), OrderedDict([('fullName', 'Wang Z'), ('firstName', 'Zhuo'), ('lastName', 'Wang'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China.')]))]))]), OrderedDict([('fullName', 'Cui TJ'), ('firstName', 'Tie Jun'), ('lastName', 'Cui'), ('initials', 'TJ'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-5862-1497')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, 210096, China. tjcui@seu.edu.cn.')]), OrderedDict([('affiliation', 'Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, 510555, China. tjcui@seu.edu.cn.')])])]))]), OrderedDict([('fullName', 'Del Hougne P'), ('firstName', 'Philipp'), ('lastName', 'Del Hougne'), ('initials', 'P'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4821-3924')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Univ Rennes, CNRS, IETR - UMR 6164, F-35000, Rennes, France. philipp.del-hougne@univ-rennes1.fr.')]))]))]), OrderedDict([('fullName', 'Li L'), ('firstName', 'Lianlin'), ('lastName', 'Li'), ('initials', 'L'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-9394-3638')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China. lianlin.li@pku.edu.cn.')]), OrderedDict([('affiliation', 'Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, 510555, China. lianlin.li@pku.edu.cn.')])])]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-9394-3638')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4821-3924')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-5862-1497')])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '15'), ('journalIssueId', '3763643'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Nature communications'), ('ISOAbbreviation', 'Nat Commun'), ('medlineAbbreviation', 'Nat Commun'), ('NLMid', '101528555'), ('ISSN', '2041-1723'), ('ESSN', '2041-1723')]))])"
pubYear,2024
pageInfo,3869
abstractText,"Solving ill-posed inverse problems typically requires regularization based on prior knowledge. To date, only prior knowledge that is formulated mathematically (e.g., sparsity of the unknown) or implicitly learned from quantitative data can be used for regularization. Thereby, semantically formulated prior knowledge derived from human reasoning and recognition is excluded. Here, we introduce and demonstrate the concept of semantic regularization based on a pre-trained large language model to overcome this vexing limitation. We study the approach, first, numerically in a prototypical 2D inverse scattering problem, and, second, experimentally in 3D and 4D compressive microwave imaging problems based on programmable metasurfaces. We highlight that semantic regularization enables new forms of highly-sought privacy protection for applications like smart homes, touchless human-machine interaction and security screening: selected subjects in the scene can be concealed, or their actions and postures can be altered in the reconstruction by manipulating the semantic prior with suitable language-based control commands."
affiliation,"State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, 100871, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
