,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38184671
source,MED
pmid,38184671
pmcid,PMC10771426
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10771426')])"
doi,10.1038/s41598-023-50242-w
title,Semantic embedding based online cross-modal hashing method.
authorString,"Zhang M, Li J, Zheng X."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Zhang M'), ('firstName', 'Meijia'), ('lastName', 'Zhang'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', ""School of Data Science and Computer Science, Shandong Women's University, Jinan, 250300, China."")]), OrderedDict([('affiliation', 'Shandong Provincial Key Laboratory of Network Based Intelligent Computing, Jinan, 250022, China.')])])]))]), OrderedDict([('fullName', 'Li J'), ('firstName', 'Junzheng'), ('lastName', 'Li'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Network Information Management Center, Shandong Management University, Jinan, 250357, China.')]))]))]), OrderedDict([('fullName', 'Zheng X'), ('firstName', 'Xiyuan'), ('lastName', 'Zheng'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Data Science and Computer Science, Shandong Women's University, Jinan, 250300, China. 306732399@qq.com."")]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3689431'), ('dateOfPublication', '2024 Jan'), ('monthOfPublication', '1'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-01-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,736
abstractText,"Hashing has been extensively utilized in cross-modal retrieval due to its high efficiency in handling large-scale, high-dimensional data. However, most existing cross-modal hashing methods operate as offline learning models, which learn hash codes in a batch-based manner and prove to be inefficient for streaming data. Recently, several online cross-modal hashing methods have been proposed to address the streaming data scenario. Nevertheless, these methods fail to fully leverage the semantic information and accurately optimize hashing in a discrete fashion. As a result, both the accuracy and efficiency of online cross-modal hashing methods are not ideal. To address these issues, this paper introduces the Semantic Embedding-based Online Cross-modal Hashing (SEOCH) method, which integrates semantic information exploitation and online learning into a unified framework. To exploit the semantic information, we map the semantic labels to a latent semantic space and construct a semantic similarity matrix to preserve the similarity between new data and existing data in the Hamming space. Moreover, we employ a discrete optimization strategy to enhance the efficiency of cross-modal retrieval for online hashing. Through extensive experiments on two publicly available multi-label datasets, we demonstrate the superiority of the SEOCH method."
affiliation,"School of Data Science and Computer Science, Shandong Women's University, Jinan, 250300, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '2018RC34061'), ('agency', 'Talent Project of Shandong Women’s University'), ('orderIn', '0')]), OrderedDict([('grantId', '2020RCYJ21'), ('agency', 'Talent Project of Shandong Women’s University'), ('orderIn', '0')]), OrderedDict([('grantId', '2022GSPSJ02'), ('agency', 'Cultivation Fund of Shandong Women’s University High-level Scientific Research Project'), ('orderIn', '0')]), OrderedDict([('grantId', '2018RC34061'), ('agency', ""Talent Project of Shandong Women's University""), ('orderIn', '0')]), OrderedDict([('grantId', '2020RCYJ21'), ('agency', ""Talent Project of Shandong Women's University""), ('orderIn', '0')]), OrderedDict([('grantId', '2022GSPSJ02'), ('agency', ""Cultivation Fund of Shandong Women's University High-level Scientific Research Project""), ('orderIn', '0')]), OrderedDict([('agency', 'Opening Fund of Shandong Provincial Key Laboratory of Network Based Intelligent Computing'), ('orderIn', '0')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-023-50242-w.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-023-50242-w')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10771426')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10771426?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-01-06
firstIndexDate,2024-01-07
fullTextReceivedDate,2024-01-09
dateOfRevision,2024-01-09
electronicPublicationDate,2024-01-06
firstPublicationDate,2024-01-06
