,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38898292
source,MED
pmid,38898292
pmcid,PMC11186750
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11186750')])"
doi,10.1038/s41586-024-07421-0
title,Detecting hallucinations in large language models using semantic entropy.
authorString,"Farquhar S, Kossen J, Kuhn L, Gal Y."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Farquhar S'), ('firstName', 'Sebastian'), ('lastName', 'Farquhar'), ('initials', 'S'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-9185-6415')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'OATML, Department of Computer Science, University of Oxford, Oxford, UK. sebfar@gmail.com.')]))]))]), OrderedDict([('fullName', 'Kossen J'), ('firstName', 'Jannik'), ('lastName', 'Kossen'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'OATML, Department of Computer Science, University of Oxford, Oxford, UK.')]))]))]), OrderedDict([('fullName', 'Kuhn L'), ('firstName', 'Lorenz'), ('lastName', 'Kuhn'), ('initials', 'L'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'OATML, Department of Computer Science, University of Oxford, Oxford, UK.')]))]))]), OrderedDict([('fullName', 'Gal Y'), ('firstName', 'Yarin'), ('lastName', 'Gal'), ('initials', 'Y'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-2733-2078')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'OATML, Department of Computer Science, University of Oxford, Oxford, UK.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-2733-2078')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-9185-6415')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '8017'), ('volume', '630'), ('journalIssueId', '3785771'), ('dateOfPublication', '2024 Jun'), ('monthOfPublication', '6'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-06-01'), ('journal', OrderedDict([('title', 'Nature'), ('ISOAbbreviation', 'Nature'), ('medlineAbbreviation', 'Nature'), ('NLMid', '0410462'), ('ISSN', '0028-0836'), ('ESSN', '1476-4687')]))])"
pubYear,2024
pageInfo,625-630
abstractText,"Large language model (LLM) systems, such as ChatGPT<sup>1</sup> or Gemini<sup>2</sup>, can show impressive reasoning and question-answering capabilities but often 'hallucinate' false outputs and unsubstantiated answers<sup>3,4</sup>. Answering unreliably or without the necessary information prevents adoption in diverse fields, with problems including fabrication of legal precedents<sup>5</sup> or untrue facts in news articles<sup>6</sup> and even posing a risk to human life in medical domains such as radiology<sup>7</sup>. Encouraging truthfulness through supervision or reinforcement has been only partially successful<sup>8</sup>. Researchers need a general method for detecting hallucinations in LLMs that works even with new and unseen questions to which humans might not know the answer. Here we develop new methods grounded in statistics, proposing entropy-based uncertainty estimators for LLMs to detect a subset of hallucinations-confabulations-which are arbitrary and incorrect generations. Our method addresses the fact that one idea can be expressed in many ways by computing uncertainty at the level of meaning rather than specific sequences of words. Our method works across datasets and tasks without a priori knowledge of the task, requires no task-specific data and robustly generalizes to new tasks not seen before. By detecting when a prompt is likely to produce a confabulation, our method helps users understand when they must take extra care with LLMs and opens up new possibilities for using LLMs that are otherwise prevented by their unreliability."
affiliation,"OATML, Department of Computer Science, University of Oxford, Oxford, UK. sebfar@gmail.com."
publicationStatus,ppublish
language,eng
pubModel,Print-Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41586-024-07421-0')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11186750')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11186750?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-06-19
dateOfCreation,2024-06-19
firstIndexDate,2024-06-21
fullTextReceivedDate,2024-06-22
dateOfRevision,2024-06-22
electronicPublicationDate,2024-06-19
firstPublicationDate,2024-06-19
