,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38719839
source,MED
pmid,38719839
pmcid,PMC11078994
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11078994')])"
doi,10.1038/s41597-024-03280-6
title,Getting your DUCs in a row - standardising the representation of Digital Use Conditions.
authorString,"Jeanson F, Gibson SJ, Alper P, Bernier A, Woolley JP, Mietchen D, Strug A, Becker R, Kamerling P, Sanchez Gonzalez MDC, Mah N, Novakowski A, Wilkinson MD, Benhamed OM, Landi A, Krog GP, Müller H, Riaz U, Veal C, Holub P, van Enckevort E, Brookes AJ."
