,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38355685
source,MED
pmid,38355685
pmcid,PMC10866900
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10866900')])"
doi,10.1038/s41539-024-00221-1
title,Harmonic memory signals in the human cerebral cortex induced by semantic relatedness of words.
authorString,Noguchi Y.
authorList,"OrderedDict([('author', OrderedDict([('fullName', 'Noguchi Y'), ('firstName', 'Yasuki'), ('lastName', 'Noguchi'), ('initials', 'Y'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-8367-0274')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychology, Graduate School of Humanities, Kobe University, 1-1 Rokkodai-cho, Nada, Kobe, 657-8501, Japan. ynoguchi@lit.kobe-u.ac.jp.')]))]))]))])"
authorIdList,"OrderedDict([('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-8367-0274')]))])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '9'), ('journalIssueId', '3724757'), ('dateOfPublication', '2024 Feb'), ('monthOfPublication', '2'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-02-01'), ('journal', OrderedDict([('title', 'NPJ science of learning'), ('ISOAbbreviation', 'NPJ Sci Learn'), ('medlineAbbreviation', 'NPJ Sci Learn'), ('NLMid', '101689142'), ('ISSN', '2056-7936'), ('ESSN', '2056-7936')]))])"
pubYear,2024
pageInfo,6
abstractText,"When we memorize multiple words simultaneously, semantic relatedness among those words assists memory. For example, the information about ""apple"", ""banana,"" and ""orange"" will be connected via a common concept of ""fruits"" and become easy to retain and recall. Neural mechanisms underlying this semantic integration in verbal working memory remain unclear. Here I used electroencephalography (EEG) and investigated neural signals when healthy human participants memorized five nouns semantically related (Sem trial) or not (NonSem trial). The regularity of oscillatory signals (8-30 Hz) during the retention period was found to be lower in NonSem than Sem trials, indicating that memorizing words unrelated to each other induced a non-harmonic (irregular) waveform in the temporal cortex. These results suggest that (i) semantic features of a word are retained as a set of neural oscillations at specific frequencies and (ii) memorizing words sharing a common semantic feature produces harmonic brain responses through a resonance or integration (sharing) of the oscillatory signals."
affiliation,"Department of Psychology, Graduate School of Humanities, Kobe University, 1-1 Rokkodai-cho, Nada, Kobe, 657-8501, Japan. ynoguchi@lit.kobe-u.ac.jp."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '19H04430'), ('agency', 'MEXT | Japan Society for the Promotion of Science'), ('orderIn', '0')]), OrderedDict([('grantId', '19H04430'), ('agency', 'MEXT | Japan Society for the Promotion of Science (JSPS)'), ('orderIn', '0')]), OrderedDict([('agency', 'The Fukuhara Fund for Applied Psychoeducation Research'), ('orderIn', '0')])])])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41539-024-00221-1.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41539-024-00221-1')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10866900')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10866900?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-02-14
firstIndexDate,2024-02-15
fullTextReceivedDate,2024-02-17
dateOfRevision,2024-02-17
electronicPublicationDate,2024-02-14
firstPublicationDate,2024-02-14
