,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38728285
source,MED
pmid,38728285
pmcid,PMC11086904
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11086904')])"
doi,10.1371/journal.pone.0302333
title,A novel code representation for detecting Java code clones using high-level and abstract compiled code representations.
authorString,"Quradaa FH, Shahzad S, Saeed R, Sufyan MM."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Quradaa FH'), ('firstName', 'Fahmi H'), ('lastName', 'Quradaa'), ('initials', 'FH'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-7872-1877')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Computer Science, University of Peshawar, Peshawar, Pakistan.')]), OrderedDict([('affiliation', 'Department of Computer Science, Aden Community College, Aden, Yemen.')])])]))]), OrderedDict([('fullName', 'Shahzad S'), ('firstName', 'Sara'), ('lastName', 'Shahzad'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Computer Science, University of Peshawar, Peshawar, Pakistan.')]))]))]), OrderedDict([('fullName', 'Saeed R'), ('firstName', 'Rashad'), ('lastName', 'Saeed'), ('initials', 'R'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-2732-1352')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Computer Science, University of Peshawar, Peshawar, Pakistan.')]), OrderedDict([('affiliation', 'Department of Computer Science, Aden Community College, Aden, Yemen.')])])]))]), OrderedDict([('fullName', 'Sufyan MM'), ('firstName', 'Mubarak M'), ('lastName', 'Sufyan'), ('initials', 'MM'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-0443-6819')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Computer Science, University of Peshawar, Peshawar, Pakistan.')]), OrderedDict([('affiliation', 'Department of Networks and Cyber Security, AlJanad University Of Science and Technology, Taiz, Yemen.')])])]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-7872-1877')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-0443-6819')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-2732-1352')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'plain_english')])"
journalInfo,"OrderedDict([('issue', '5'), ('volume', '19'), ('journalIssueId', '3763110'), ('dateOfPublication', '2024'), ('monthOfPublication', '0'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-01-01'), ('journal', OrderedDict([('title', 'PloS one'), ('ISOAbbreviation', 'PLoS One'), ('medlineAbbreviation', 'PLoS One'), ('NLMid', '101285081'), ('ISSN', '1932-6203'), ('ESSN', '1932-6203')]))])"
pubYear,2024
pageInfo,e0302333
abstractText,"In software development, it's common to reuse existing source code by copying and pasting, resulting in the proliferation of numerous code clones-similar or identical code fragments-that detrimentally affect software quality and maintainability. Although several techniques for code clone detection exist, many encounter challenges in effectively identifying semantic clones due to their inability to extract syntax and semantics information. Fewer techniques leverage low-level source code representations like bytecode or assembly for clone detection. This work introduces a novel code representation for identifying syntactic and semantic clones in Java source code. It integrates high-level features extracted from the Abstract Syntax Tree with low-level features derived from intermediate representations generated by static analysis tools, like the Soot framework. Leveraging this combined representation, fifteen machine-learning models are trained to effectively detect code clones. Evaluation on a large dataset demonstrates the models' efficacy in accurately identifying semantic clones. Among these classifiers, ensemble classifiers, such as the LightGBM classifier, exhibit exceptional accuracy. Linearly combining features enhances the effectiveness of the models compared to multiplication and distance combination techniques. The experimental findings indicate that the proposed method can outperform the current clone detection techniques in detecting semantic clones."
affiliation,"Department of Computer Science, University of Peshawar, Peshawar, Pakistan."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', [""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article'])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Algorithms')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Semantics')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Software')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Programming Languages')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Machine Learning')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0302333&type=printable')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1371/journal.pone.0302333')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11086904')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11086904?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
