,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38459115
source,MED
pmid,38459115
pmcid,PMC10923834
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10923834')])"
doi,10.1038/s41598-024-56211-1
title,MFCA-Net: a deep learning method for semantic segmentation of remote sensing images.
authorString,"Li X, Li J."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Li X'), ('firstName', 'Xiujuan'), ('lastName', 'Li'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', ""School of Computer Science and Engineering, Xi'an University of Technology, Xi'an, 710048, China."")]), OrderedDict([('affiliation', ""School of Information, Xi'an University of Finance and Economics, Xi'an, 710100, China."")])])]))]), OrderedDict([('fullName', 'Li J'), ('firstName', 'Junhuai'), ('lastName', 'Li'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""School of Computer Science and Engineering, Xi'an University of Technology, Xi'an, 710048, China. lijunhuai@xaut.edu.cn."")]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3724758'), ('dateOfPublication', '2024 Mar'), ('monthOfPublication', '3'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-03-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,5745
abstractText,"Semantic segmentation of remote sensing images (RSI) is an important research direction in remote sensing technology. This paper proposes a multi-feature fusion and channel attention network, MFCA-Net, aiming to improve the segmentation accuracy of remote sensing images and the recognition performance of small target objects. The architecture is built on an encoding-decoding structure. The encoding structure includes the improved MobileNet V2 (IMV2) and multi-feature dense fusion (MFDF). In IMV2, the attention mechanism is introduced twice to enhance the feature extraction capability, and the design of MFDF can obtain more dense feature sampling points and larger receptive fields. In the decoding section, three branches of shallow features of the backbone network are fused with deep features, and upsampling is performed to achieve the pixel-level classification. Comparative experimental results of the six most advanced methods effectively prove that the segmentation accuracy of the proposed network has been significantly improved. Furthermore, the recognition degree of small target objects is higher. For example, the proposed MFCA-Net achieves about 3.65-23.55% MIoU improvement on the dataset Vaihingen."
affiliation,"School of Computer Science and Engineering, Xi'an University of Technology, Xi'an, 710048, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '2020slkj-17'), ('agency', 'Shaanxi Water Conservancy Technology Project'), ('orderIn', '0')]), OrderedDict([('grantId', '22FCZD05'), ('agency', ""the Scientific Research Support Program of Xi'an University of Finance and Economics""), ('orderIn', '0')]), OrderedDict([('grantId', '22FCZD05'), ('agency', 'the Scientific Research Support Program of Xi’an University of Finance and Economics'), ('orderIn', '0')])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-56211-1.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-56211-1')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10923834')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10923834?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-03-08
firstIndexDate,2024-03-10
fullTextReceivedDate,2024-03-12
dateOfRevision,2024-03-12
electronicPublicationDate,2024-03-08
firstPublicationDate,2024-03-08
