,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38917084
source,MED
pmid,38917084
pmcid,PMC11198863
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11198863')])"
doi,10.1371/journal.pone.0289384
title,Registered report: Age-preserved semantic memory and the CRUNCH effect manifested as differential semantic control networks: An fMRI study.
authorString,"Haitas N, Dubuc J, Massé-Leblanc C, Chamberland V, Amiri M, Glatard T, Wilson M, Joanette Y, Steffener J."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Haitas N'), ('firstName', 'Niobe'), ('lastName', 'Haitas'), ('initials', 'N'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-4221-8940')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Laboratory of Communication and Aging, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada.')]), OrderedDict([('affiliation', 'Faculty of Medicine, Université de Montréal, Montreal, Quebec, Canada.')])])]))]), OrderedDict([('fullName', 'Dubuc J'), ('firstName', 'Jade'), ('lastName', 'Dubuc'), ('initials', 'J'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0009-0008-9166-6604')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Faculty of Medicine, Université de Montréal, Montreal, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Massé-Leblanc C'), ('firstName', 'Camille'), ('lastName', 'Massé-Leblanc'), ('initials', 'C'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Faculty of Medicine, Université de Montréal, Montreal, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Chamberland V'), ('firstName', 'Vincent'), ('lastName', 'Chamberland'), ('initials', 'V'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0009-0000-2808-3803')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Faculty of Arts and Sciences, Université de Montréal, Montreal, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Amiri M'), ('firstName', 'Mahnoush'), ('lastName', 'Amiri'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Laboratory of Communication and Aging, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Glatard T'), ('firstName', 'Tristan'), ('lastName', 'Glatard'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Computer Science and Software Engineering, Concordia University, Montreal, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Wilson M'), ('firstName', 'Maximiliano'), ('lastName', 'Wilson'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Centre de Recherche CERVO - CIUSSS de la Capitale-Nationale et Département de Réadaptation, Université Laval, Quebec City, Quebec, Canada.')]))]))]), OrderedDict([('fullName', 'Joanette Y'), ('firstName', 'Yves'), ('lastName', 'Joanette'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Laboratory of Communication and Aging, Institut Universitaire de Gériatrie de Montréal, Montreal, Quebec, Canada.')]), OrderedDict([('affiliation', 'Faculty of Medicine, Université de Montréal, Montreal, Quebec, Canada.')])])]))]), OrderedDict([('fullName', 'Steffener J'), ('firstName', 'Jason'), ('lastName', 'Steffener'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Interdisciplinary School of Health Sciences, University of Ottawa, Ottawa, Ontario, Canada.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-4221-8940')]), OrderedDict([('@type', 'ORCID'), ('#text', '0009-0000-2808-3803')]), OrderedDict([('@type', 'ORCID'), ('#text', '0009-0008-9166-6604')])])])"
journalInfo,"OrderedDict([('issue', '6'), ('volume', '19'), ('journalIssueId', '3780249'), ('dateOfPublication', '2024'), ('monthOfPublication', '0'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-01-01'), ('journal', OrderedDict([('title', 'PloS one'), ('ISOAbbreviation', 'PLoS One'), ('medlineAbbreviation', 'PLoS One'), ('NLMid', '101285081'), ('ISSN', '1932-6203'), ('ESSN', '1932-6203')]))])"
pubYear,2024
pageInfo,e0289384
