,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38906886
source,MED
pmid,38906886
pmcid,PMC11192941
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11192941')])"
doi,10.1038/s41598-024-64858-z
title,Author Correction: Research on underwater robot ranging technology based on semantic segmentation and binocular vision.
authorString,"Hu Q, Wang K, Ren F, Wang Z."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Hu Q'), ('firstName', 'Qing'), ('lastName', 'Hu'), ('initials', 'Q'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Sanya Offshore Oil and Gas Research Institute, Northeast Petroleum University, Sanya, 572025, China.')]))]))]), OrderedDict([('fullName', 'Wang K'), ('firstName', 'Kekuan'), ('lastName', 'Wang'), ('initials', 'K'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'CNPC Engineering Technology Research Company Limited, Tianjin, 300451, China.')]))]))]), OrderedDict([('fullName', 'Ren F'), ('firstName', 'Fushen'), ('lastName', 'Ren'), ('initials', 'F'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Sanya Offshore Oil and Gas Research Institute, Northeast Petroleum University, Sanya, 572025, China.')]))]))]), OrderedDict([('fullName', 'Wang Z'), ('firstName', 'Zhongyang'), ('lastName', 'Wang'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Sanya Offshore Oil and Gas Research Institute, Northeast Petroleum University, Sanya, 572025, China. wzy1719393666@126.com.')]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3778079'), ('dateOfPublication', '2024 Jun'), ('monthOfPublication', '6'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-06-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,14319
affiliation,"Sanya Offshore Oil and Gas Research Institute, Northeast Petroleum University, Sanya, 572025, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['Published Erratum', 'correction'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-64858-z.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-64858-z')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11192941')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11192941?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', '38811640'), ('source', 'MED'), ('reference', 'Sci Rep. 2024 May 29;14(1):12309. doi: 10.1038/s41598-024-63017-8'), ('type', 'Erratum for'), ('orderIn', '1')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,N
hasTextMinedTerms,N
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-06-21
firstIndexDate,2024-06-23
fullTextReceivedDate,2024-06-24
dateOfRevision,2024-06-24
electronicPublicationDate,2024-06-21
firstPublicationDate,2024-06-21
