,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38671012
source,MED
pmid,38671012
pmcid,PMC11053063
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11053063')])"
doi,10.1038/s41598-024-58422-y
title,Rate splitting with semantics as a generalized multi-access framework for intelligent reflecting surfaces.
authorString,"Jagatheesaperumal SK, Yang Z, Hassan MR, Hassan MM, Fortino G."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Jagatheesaperumal SK'), ('firstName', 'Senthil Kumar'), ('lastName', 'Jagatheesaperumal'), ('initials', 'SK'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Electronics and Communication Engineering, Mepco Schlenk Engineering College, Sivakasi, 626005, India.')]))]))]), OrderedDict([('fullName', 'Yang Z'), ('firstName', 'Zhaohui'), ('lastName', 'Yang'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, 310027, China.')]), OrderedDict([('affiliation', 'Zhejiang Provincial Key Lab of Information Processing, Communication and Networking (IPCAN), Zhejiang University, Hangzhou, 310007, China.')])])]))]), OrderedDict([('fullName', 'Hassan MR'), ('firstName', 'Md Rafiul'), ('lastName', 'Hassan'), ('initials', 'MR'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Computer Science, Central Connecticut State University, New Britain, CT, USA.')]))]))]), OrderedDict([('fullName', 'Hassan MM'), ('firstName', 'Mohammad Mehedi'), ('lastName', 'Hassan'), ('initials', 'MM'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Information Systems, College of Computer and Information Sciences, King Saud University, 11543, Riyadh, Saudi Arabia. mmhassan@ksu.edu.sa.')]))]))]), OrderedDict([('fullName', 'Fortino G'), ('firstName', 'Giancarlo'), ('lastName', 'Fortino'), ('initials', 'G'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Informatics, Modeling, Electronics, and Systems, University of Calabria, 87036, Rende, CS, Italy.')]))]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3747240'), ('dateOfPublication', '2024 Apr'), ('monthOfPublication', '4'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-04-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,9584
abstractText,"The rapid advancement of modern communication technologies necessitates the development of generalized multi-access frameworks and the continuous implementation of rate splitting, augmented with semantic awareness. This trend, coupled with the mounting pressure on wireless services, underscores the need for intelligent approaches to radio signal propagation. In response to these challenges, intelligent reflecting surfaces (IRS) have garnered significant attention for their ability to control data transmission systems in a goal-oriented and dynamic manner. This innovation is largely attributed to equitable resource allocation and the dynamic enhancement of network performance. However, the integration of rate-splitting multi-access (RSMA) architecture with semantic considerations imposes stringent requirements on IRS platforms to ensure seamless connectivity and broad coverage for a diverse user base without interference. Semantic communications hinge on a knowledge base-a centralized repository of integrated information related to the transmitted data-which becomes critically important in multi-antenna scenarios. This article proposes a novel set of design strategies for RSMA-IRS systems, enabled by reconfigurable intelligent surface synergizing with semantic communication principles. An experimental analysis is presented, demonstrating the effectiveness of these design guidelines in the context of Beyond 5G/6G communication systems. The RSMA-IRS model, infused with semantic communication, offers a promising solution for future wireless networks. Performance evaluations of the proposed approach reveal that, despite an increase in the number of users, the delay in the RSMA-IRS framework incorporating semantics is 2.94% less than that of a RSMA-IRS system without semantic integration."
affiliation,"Department of Electronics and Communication Engineering, Mepco Schlenk Engineering College, Sivakasi, 626005, India."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', 'PNRR MUR project PE0000013-FAIR'), ('agency', 'Università della Calabria'), ('orderIn', '0')]), OrderedDict([('grantId', 'RSP2024R18'), ('agency', 'King Saud University'), ('orderIn', '0')])])])"
keywordList,"OrderedDict([('keyword', ['Resource allocation', 'Semantics', 'Multi-access', 'Rate Splitting', 'Intelligent Reflecting Surfaces'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-58422-y')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11053063')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11053063?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,N
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
