,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38378818
source,MED
pmid,38378818
pmcid,PMC10879509
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10879509')])"
doi,10.1038/s41598-024-54823-1
title,Dynamics of task preparation processes revealed by effect course analysis on response times and error rates.
authorString,"Berger A, Kunde W, Kiefer M."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Berger A'), ('firstName', 'Alexander'), ('lastName', 'Berger'), ('initials', 'A'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4659-7581')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychiatry, Section for Cognitive Electrophysiology, Ulm University, Leimgrubenweg 12, 89075, Ulm, Germany. alexander.berger@uni-ulm.de.')]))]))]), OrderedDict([('fullName', 'Kunde W'), ('firstName', 'Wilfried'), ('lastName', 'Kunde'), ('initials', 'W'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6256-8011')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychology, University of Würzburg, Würzburg, Germany.')]))]))]), OrderedDict([('fullName', 'Kiefer M'), ('firstName', 'Markus'), ('lastName', 'Kiefer'), ('initials', 'M'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-5189-4364')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Psychiatry, Section for Cognitive Electrophysiology, Ulm University, Leimgrubenweg 12, 89075, Ulm, Germany.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-5189-4364')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6256-8011')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-4659-7581')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3704658'), ('dateOfPublication', '2024 Feb'), ('monthOfPublication', '2'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-02-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,4249
abstractText,"Cuing or executing a task impacts processing pathways for task-relevant information. While there is ample evidence that processing associated with task execution changes with practice, such evidence regarding cue-induced task preparation is scarce. Here we explored practice-related changes of processing pathways by task cuing in order to assess the plasticity of task preparation. We first developed and validated a new method for the study of practice-related changes, the effect course analysis. The effect course analysis is a model-free, non-parametric method designed to reveal effect changes within an experimental session on a continuous time scale. Then we applied this method to a new study in which cued task sets were supposed to remain activated during assessment of task-relevant pathways, as potential task execution was postponed at the end of the trial. The results showed that, with little practice, task cuing amplified task-relevant pathways, whereas this effect vanished with practice, suggesting that practice prompts fundamental changes of how task cues are used for task preparation. Hence, if one cannot be certain that cognitive processing is stationary, investigating the time course of experimental effects appears to be crucial to determine how cognitive processing is influenced by practice."
affiliation,"Department of Psychiatry, Section for Cognitive Electrophysiology, Ulm University, Leimgrubenweg 12, 89075, Ulm, Germany. alexander.berger@uni-ulm.de."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('agency', 'Universität Ulm'), ('orderIn', '0')]), OrderedDict([('grantId', 'DFG KI 804/8-1'), ('agency', 'Deutsche Forschungsgemeinschaft'), ('orderIn', '0')])])])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Cues')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Psychomotor Performance')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Reaction Time'), ('meshQualifierList', OrderedDict([('meshQualifier', OrderedDict([('abbreviation', 'PH'), ('qualifierName', 'physiology'), ('majorTopic_YN', 'N')]))]))])])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-54823-1.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-54823-1')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10879509')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10879509?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,Y
citedByCount,0
hasData,Y
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-02-22
