,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,37564549
source,MED
pmid,37564549
pmcid,PMC10412121
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10412121')])"
doi,10.1155/2023/9797060
title,Retracted: An Intelligent Classification System for Cancer Detection Based on DNA Methylation Using ML and Semantic Knowledge in Healthcare.
authorString,Intelligence And Neuroscience C.
authorList,"OrderedDict([('author', OrderedDict([('fullName', 'Intelligence And Neuroscience C'), ('firstName', 'Computational'), ('lastName', 'Intelligence And Neuroscience'), ('initials', 'C')]))])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('volume', '2023'), ('journalIssueId', '3488964'), ('dateOfPublication', '2023'), ('monthOfPublication', '0'), ('yearOfPublication', '2023'), ('printPublicationDate', '2023-01-01'), ('journal', OrderedDict([('title', 'Computational intelligence and neuroscience'), ('ISOAbbreviation', 'Comput Intell Neurosci'), ('medlineAbbreviation', 'Comput Intell Neurosci'), ('NLMid', '101279357'), ('ISSN', '1687-5265'), ('ESSN', '1687-5273')]))])"
pubYear,2023
pageInfo,9797060
abstractText,[This retracts the article DOI: 10.1155/2022/4334852.].
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', 'Retraction of Publication')])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://downloads.hindawi.com/journals/cin/2023/9797060.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1155/2023/9797060')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10412121')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10412121?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,N
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2023-08-14
dateOfCreation,2023-08-11
firstIndexDate,2023-08-11
fullTextReceivedDate,2023-08-21
dateOfRevision,2023-08-14
electronicPublicationDate,2023-08-02
firstPublicationDate,2023-08-02
