keyword/phrase,score,POS
policy,0.2069884238033219,NOUN
energy,0.20693614958590986,NOUN
chang,0.17442813362727924,PROPN
technology,0.15242393147732763,NOUN
socially,0.14460799709830507,ADV
climatic,0.14080073991384537,ADJ
useful,0.11692135916480952,ADJ
effectiveness,0.11166604231458126,NOUN
high,0.11083144970950709,ADJ
carbon,0.10795278262810348,NOUN
increase,0.10507278398734728,NOUN
efficiently,0.10118502181303646,ADV
improvement,0.09581053247910049,NOUN
behaviour,0.0929690979871811,NOUN
new,0.08742057264756363,ADJ
country,0.0873445395933935,NOUN
level,0.08630932931576424,NOUN
consumption,0.0845022953629276,NOUN
product,0.08232730555895397,NOUN
systemic,0.08231822694080829,ADJ
material,0.08118274505978376,NOUN
transport,0.08104607091380657,NOUN
infrastructural,0.07980116301708676,ADJ
political,0.0785666640595895,ADJ
mobile,0.0770677298655023,ADJ
vehicle,0.07566580510616477,NOUN
economic,0.07507278909129633,ADJ
economy,0.07497967075086952,NOUN
model,0.07352233124628425,NOUN
total,0.07318648654291236,ADJ
globally,0.07254556653855872,ADV
scenario,0.07072360836313113,NOUN
avoidance,0.06993281525483222,NOUN
potentially,0.06768942177529422,ADV
supportive,0.06763974894413888,ADJ
requirement,0.06732125099583199,NOUN
transitional,0.0665982603089372,ADJ
action,0.06468476758025082,NOUN
base,0.06465584447023644,NOUN
wgiii,0.06439254988648734,NOUN
people,0.061311256377357584,NOUN
likely,0.06111521645512064,ADV
low,0.061009165973867616,ADJ
public,0.06072549318355049,ADJ
electrical,0.06061268377628616,ADJ
sectoral,0.059818162962563315,ADJ
consumable,0.059033197402167614,ADJ
individually,0.05873510345608444,ADV
accessible,0.05810377518430259,ADJ
difference,0.05773895466830118,NOUN
innovative,0.05766313809248815,ADJ
resource,0.0576451126865416,NOUN
income,0.056970150181747274,NOUN
option,0.056521045386769185,NOUN
cultured,0.0563365688262507,ADJ
processing,0.05554197789627364,NOUN
reduction,0.05477827414093128,NOUN
development,0.05457910780132431,NOUN
figure,0.05430004333809218,NOUN
food,0.05357359737428426,NOUN
measurable,0.05316915063230092,ADJ
environmentally,0.05301126776879006,ADV
involvement,0.05244234997642479,NOUN
provider,0.05219049898164996,NOUN
sustained,0.052141790781432475,ADJ
cost,0.05018191301675863,NOUN
strategy,0.05014123391002522,NOUN
informality,0.04888501981874576,NOUN
chapter,0.04771326807858075,NOUN
market,0.04723166136109355,NOUN
relational,0.04703083929921501,ADJ
growth,0.0462009353834061,NOUN
timely,0.04605003613269888,ADJ
design,0.045886358258177454,NOUN
normative,0.04536652530722376,ADJ
source,0.04498003917031492,NOUN
practical,0.044564039717662526,ADJ
actively,0.04448854031747687,ADV
urbanization,0.044023584623031305,NOUN
context,0.043657327652370445,NOUN
