,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38570373
source,MED
pmid,38570373
pmcid,PMC11178556
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11178556')])"
doi,10.1007/s11548-024-03091-5
title,EndoViT: pretraining vision transformers on a large collection of endoscopic images.
authorString,"Batić D, Holm F, Özsoy E, Czempiel T, Navab N."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Batić D'), ('firstName', 'Dominik'), ('lastName', 'Batić'), ('initials', 'D'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany.')]))]))]), OrderedDict([('fullName', 'Holm F'), ('firstName', 'Felix'), ('lastName', 'Holm'), ('initials', 'F'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-8493-9941')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany. felix.holm@tum.de.')]), OrderedDict([('affiliation', 'Carl Zeiss AG, Munich, Germany. felix.holm@tum.de.')])])]))]), OrderedDict([('fullName', 'Özsoy E'), ('firstName', 'Ege'), ('lastName', 'Özsoy'), ('initials', 'E'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany.')]))]))]), OrderedDict([('fullName', 'Czempiel T'), ('firstName', 'Tobias'), ('lastName', 'Czempiel'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany.')]))]))]), OrderedDict([('fullName', 'Navab N'), ('firstName', 'Nassir'), ('lastName', 'Navab'), ('initials', 'N'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-8493-9941')]))])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '6'), ('volume', '19'), ('journalIssueId', '3786219'), ('dateOfPublication', '2024 Jun'), ('monthOfPublication', '6'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-06-01'), ('journal', OrderedDict([('title', 'International journal of computer assisted radiology and surgery'), ('ISOAbbreviation', 'Int J Comput Assist Radiol Surg'), ('medlineAbbreviation', 'Int J Comput Assist Radiol Surg'), ('NLMid', '101499225'), ('ISSN', '1861-6410'), ('ESSN', '1861-6429')]))])"
pubYear,2024
pageInfo,1085-1091
abstractText,"<h4>Purpose</h4>Automated endoscopy video analysis is essential for assisting surgeons during medical procedures, but it faces challenges due to complex surgical scenes and limited annotated data. Large-scale pretraining has shown great success in natural language processing and computer vision communities in recent years. These approaches reduce the need for annotated data, which is of great interest in the medical domain. In this work, we investigate endoscopy domain-specific self-supervised pretraining on large collections of data.<h4>Methods</h4>To this end, we first collect Endo700k, the largest publicly available corpus of endoscopic images, extracted from nine public Minimally Invasive Surgery (MIS) datasets. Endo700k comprises more than 700,000 images. Next, we introduce EndoViT, an endoscopy-pretrained Vision Transformer (ViT), and evaluate it on a diverse set of surgical downstream tasks.<h4>Results</h4>Our findings indicate that domain-specific pretraining with EndoViT yields notable advantages in complex downstream tasks. In the case of action triplet recognition, our approach outperforms ImageNet pretraining. In semantic segmentation, we surpass the state-of-the-art (SOTA) performance. These results demonstrate the effectiveness of our domain-specific pretraining approach in addressing the challenges of automated endoscopy video analysis.<h4>Conclusion</h4>Our study contributes to the field of medical computer vision by showcasing the benefits of domain-specific large-scale self-supervised pretraining for vision transformers. We release both our code and pretrained models to facilitate further research in this direction: https://github.com/DominikBatic/EndoViT ."
affiliation,"Chair for Computer Aided Medical Procedures, Technical University Munich, Munich, Germany."
publicationStatus,ppublish
language,eng
pubModel,Print-Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('agency', 'Carl Zeiss AG'), ('orderIn', '0')]), OrderedDict([('agency', 'Stryker'), ('orderIn', '0')])])])"
