,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38704422
source,MED
pmid,38704422
pmcid,PMC11069517
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11069517')])"
doi,10.1038/s41597-024-03317-w
title,A Dataset for Evaluating Contextualized Representation of Biomedical Concepts in Language Models.
authorString,"Rouhizadeh H, Nikishina I, Yazdani A, Bornet A, Zhang B, Ehrsam J, Gaudet-Blavignac C, Naderi N, Teodoro D."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Rouhizadeh H'), ('firstName', 'Hossein'), ('lastName', 'Rouhizadeh'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland. hossein.rouhizadeh@unige.ch.')]))]))]), OrderedDict([('fullName', 'Nikishina I'), ('firstName', 'Irina'), ('lastName', 'Nikishina'), ('initials', 'I'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Informatics, University of Hamburg, Hamburg, Germany.')]))]))]), OrderedDict([('fullName', 'Yazdani A'), ('firstName', 'Anthony'), ('lastName', 'Yazdani'), ('initials', 'A'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-3309-6128')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.')]))]))]), OrderedDict([('fullName', 'Bornet A'), ('firstName', 'Alban'), ('lastName', 'Bornet'), ('initials', 'A'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.')]))]))]), OrderedDict([('fullName', 'Zhang B'), ('firstName', 'Boya'), ('lastName', 'Zhang'), ('initials', 'B'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.')]))]))]), OrderedDict([('fullName', 'Ehrsam J'), ('firstName', 'Julien'), ('lastName', 'Ehrsam'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.')]), OrderedDict([('affiliation', 'Division of Medical Information Sciences, Diagnostic Department, Geneva University Hospitals, Geneva, Switzerland.')])])]))]), OrderedDict([('fullName', 'Gaudet-Blavignac C'), ('firstName', 'Christophe'), ('lastName', 'Gaudet-Blavignac'), ('initials', 'C'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6527-5898')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland.')]), OrderedDict([('affiliation', 'Division of Medical Information Sciences, Diagnostic Department, Geneva University Hospitals, Geneva, Switzerland.')])])]))]), OrderedDict([('fullName', 'Naderi N'), ('firstName', 'Nona'), ('lastName', 'Naderi'), ('initials', 'N'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Laboratoire Interdisciplinaire des Sciences du Numerique, CNRS, Paris-Saclay University, Orsay, France.')]))]))]), OrderedDict([('fullName', 'Teodoro D'), ('firstName', 'Douglas'), ('lastName', 'Teodoro'), ('initials', 'D'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6238-4503')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Radiology and Medical Informatics, Faculty of Medicine, University of Geneva, Geneva, Switzerland. douglas.teodoro@unige.ch.')]))]))])])])"
authorIdList,"OrderedDict([('authorId', [OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6238-4503')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0001-6527-5898')]), OrderedDict([('@type', 'ORCID'), ('#text', '0000-0003-3309-6128')])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'supporting_data')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '11'), ('journalIssueId', '3763652'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Scientific data'), ('ISOAbbreviation', 'Sci Data'), ('medlineAbbreviation', 'Sci Data'), ('NLMid', '101640192'), ('ISSN', '2052-4463'), ('ESSN', '2052-4463')]))])"
pubYear,2024
pageInfo,455
abstractText,"Due to the complexity of the biomedical domain, the ability to capture semantically meaningful representations of terms in context is a long-standing challenge. Despite important progress in the past years, no evaluation benchmark has been developed to evaluate how well language models represent biomedical concepts according to their corresponding context. Inspired by the Word-in-Context (WiC) benchmark, in which word sense disambiguation is reformulated as a binary classification task, we propose a novel dataset, BioWiC, to evaluate the ability of language models to encode biomedical terms in context. BioWiC comprises 20'156 instances, covering over 7'400 unique biomedical terms, making it the largest WiC dataset in the biomedical domain. We evaluate BioWiC both intrinsically and extrinsically and show that it could be used as a reliable benchmark for evaluating context-dependent embeddings in biomedical corpora. In addition, we conduct several experiments using a variety of discriminative and generative large language models to establish robust baselines that can serve as a foundation for future research."
