,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,37416367
source,MED
pmid,37416367
pmcid,PMC10322599
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10322599')])"
doi,10.1155/2023/9892864
title,Retracted: Semantic Construal Mechanism of the Linguistic Environment Parameter Theory in Business English Translation.
authorString,Environmental And Public Health JO.
authorList,"OrderedDict([('author', OrderedDict([('fullName', 'Environmental And Public Health JO'), ('firstName', 'Journal Of'), ('lastName', 'Environmental And Public Health'), ('initials', 'JO')]))])"
journalInfo,"OrderedDict([('volume', '2023'), ('journalIssueId', '3493902'), ('dateOfPublication', '2023'), ('monthOfPublication', '0'), ('yearOfPublication', '2023'), ('printPublicationDate', '2023-01-01'), ('journal', OrderedDict([('title', 'Journal of environmental and public health'), ('ISOAbbreviation', 'J Environ Public Health'), ('medlineAbbreviation', 'J Environ Public Health'), ('NLMid', '101516361'), ('ISSN', '1687-9805'), ('ESSN', '1687-9813')]))])"
pubYear,2023
pageInfo,9892864
abstractText,[This retracts the article DOI: 10.1155/2022/8953181.].
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', 'Retraction of Publication')])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1155/2023/9892864')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10322599')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10322599?pdf=render')])])])"
commentCorrectionList,"OrderedDict([('commentCorrection', OrderedDict([('id', '35910755'), ('source', 'MED'), ('reference', 'J Environ Public Health. 2022 Jul 20;2022:8953181'), ('type', 'Retraction of'), ('orderIn', '1')]))])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2023-07-07
firstIndexDate,2023-07-07
fullTextReceivedDate,2023-07-19
dateOfRevision,2023-07-18
electronicPublicationDate,2023-06-28
firstPublicationDate,2023-06-28
