,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38538749
source,MED
pmid,38538749
pmcid,PMC10973368
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10973368')])"
doi,10.1038/s41598-024-57408-0
title,A deep inverse convolutional neural network-based semantic classification method for land cover remote sensing images.
authorString,"Wang M, She A, Chang H, Cheng F, Yang H."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Wang M'), ('firstName', 'Ming'), ('lastName', 'Wang'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Network Information Center, Jilin Normal University, Siping, 136000, China.')]))]))]), OrderedDict([('fullName', 'She A'), ('firstName', 'Anqi'), ('lastName', 'She'), ('initials', 'A'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Human Resource Department, Jilin Normal University, Siping, 136000, China.')]))]))]), OrderedDict([('fullName', 'Chang H'), ('firstName', 'Hao'), ('lastName', 'Chang'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Jilin Normal University Affiliated Experimental School, Siping, 136000, China.')]))]))]), OrderedDict([('fullName', 'Cheng F'), ('firstName', 'Feifei'), ('lastName', 'Cheng'), ('initials', 'F'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'School of Geographic Science and Tourism, Jilin Normal University, Siping, 136000, China.')]))]))]), OrderedDict([('fullName', 'Yang H'), ('firstName', 'Heming'), ('lastName', 'Yang'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'School of Geographic Science and Tourism, Jilin Normal University, Siping, 136000, China. Yanghemmm30225@163.com.')]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3724758'), ('dateOfPublication', '2024 Mar'), ('monthOfPublication', '3'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-03-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,7313
abstractText,"The imbalance of land cover categories is a common problem. Some categories appear less frequently in the image, while others may occupy the vast majority of the proportion. This imbalance can lead the classifier to tend to predict categories with higher frequency of occurrence, while the recognition effect on minority categories is poor. In view of the difficulty of land cover remote sensing image multi-target semantic classification, a semantic classification method of land cover remote sensing image based on depth deconvolution neural network is proposed. In this method, the land cover remote sensing image semantic segmentation algorithm based on depth deconvolution neural network is used to segment the land cover remote sensing image with multi-target semantic segmentation; Four semantic features of color, texture, shape and size in land cover remote sensing image are extracted by using the semantic feature extraction method of remote sensing image based on improved sequential clustering algorithm; The classification and recognition method of remote sensing image semantic features based on random forest algorithm is adopted to classify and identify four semantic feature types of land cover remote sensing image, and realize the semantic classification of land cover remote sensing image. The experimental results show that after this method classifies the multi-target semantic types of land cover remote sensing images, the average values of Dice similarity coefficient and Hausdorff distance are 0.9877 and 0.9911 respectively, which can accurately classify the multi-target semantic types of land cover remote sensing images."
affiliation,"Network Information Center, Jilin Normal University, Siping, 136000, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
keywordList,"OrderedDict([('keyword', ['Land cover', 'Feature extraction', 'Semantic Classification', 'Remote Sensing Images', 'Semantic Segmentation', 'Deep Inverse Convolutional Neural Network'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-57408-0.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-57408-0')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10973368')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10973368?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,N
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-03-28
firstIndexDate,2024-03-28
fullTextReceivedDate,2024-04-02
dateOfRevision,2024-03-30
electronicPublicationDate,2024-03-27
firstPublicationDate,2024-03-27
