,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,37711276
source,MED
pmid,37711276
pmcid,PMC10497750
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10497750')])"
doi,10.3389/frai.2023.1225213
title,Profiling the barriers to the spreading of news using news headlines.
authorString,"Sittar A, Mladenić D, Grobelnik M."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Sittar A'), ('firstName', 'Abdul'), ('lastName', 'Sittar'), ('initials', 'A'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Information and Communication Technologies, Jožef Stefan International Postgraduate School (IPS), Ljubljana, Slovenia.')]), OrderedDict([('affiliation', 'Department for Artificial Intelligence - E3, Jozef Stefan Institute, Ljubljana, Slovenia.')])])]))]), OrderedDict([('fullName', 'Mladenić D'), ('firstName', 'Dunja'), ('lastName', 'Mladenić'), ('initials', 'D'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Information and Communication Technologies, Jožef Stefan International Postgraduate School (IPS), Ljubljana, Slovenia.')]), OrderedDict([('affiliation', 'Department for Artificial Intelligence - E3, Jozef Stefan Institute, Ljubljana, Slovenia.')])])]))]), OrderedDict([('fullName', 'Grobelnik M'), ('firstName', 'Marko'), ('lastName', 'Grobelnik'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department for Artificial Intelligence - E3, Jozef Stefan Institute, Ljubljana, Slovenia.')]))]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('volume', '6'), ('journalIssueId', '3505756'), ('dateOfPublication', '2023'), ('monthOfPublication', '0'), ('yearOfPublication', '2023'), ('printPublicationDate', '2023-01-01'), ('journal', OrderedDict([('title', 'Frontiers in artificial intelligence'), ('ISOAbbreviation', 'Front Artif Intell'), ('medlineAbbreviation', 'Front Artif Intell'), ('NLMid', '101770551'), ('ISSN', '2624-8212'), ('ESSN', '2624-8212')]))])"
pubYear,2023
pageInfo,1225213
abstractText,"News headlines can be a good data source for detecting the barriers to the spreading of news in news media, which can be useful in many real-world applications. In this study, we utilize semantic knowledge through the inference-based model COMET and the sentiments of news headlines for barrier classification. We consider five barriers, including cultural, economic, political, linguistic, and geographical and different types of news headlines, including health, sports, science, recreation, games, homes, society, shopping, computers, and business. To that end, we collect and label the news headlines automatically for the barriers using the metadata of news publishers. Then, we utilize the extracted common-sense inferences and sentiments as features to detect the barriers to the spreading of news. We compare our approach to the classical text classification methods, deep learning, and transformer-based methods. The results show that (1) the inference-based semantic knowledge provides distinguishable inferences across the 10 categories that can increase the effectiveness and enhance the speed of the classification model; (2) the news of positive sentiments cross the political barrier, whereas the news of negative sentiments cross the cultural, economic, linguistic, and geographical barriers; (3) the proposed approach using inferences-based semantic knowledge and sentiment improves performance compared with using only headlines in barrier classification. The average F1-score for 4 out of 5 barriers has significantly improved as follows: for cultural barriers from 0.41 to 0.47, for economic barriers from 0.39 to 0.55, for political barriers from 0.59 to 0.70 and for geographical barriers from 0.59 to 0.76."
affiliation,"Information and Communication Technologies, Jožef Stefan International Postgraduate School (IPS), Ljubljana, Slovenia."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', ['research-article', 'News'])])"
keywordList,"OrderedDict([('keyword', ['Sentiment Analysis', 'Economic Barrier', 'Cultural Barrier', 'Linguistic Barrier', 'Political Barrier', 'Common-Sense Inferences', 'News Spreading Barriers', 'Profiling News Spreading Barriers'])])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.3389/frai.2023.1225213')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10497750')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10497750?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2023-09-15
firstIndexDate,2023-09-15
fullTextReceivedDate,2023-09-15
dateOfRevision,2023-09-17
electronicPublicationDate,2023-08-29
firstPublicationDate,2023-08-29
