,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38499700
source,MED
pmid,38499700
pmcid,PMC10948387
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10948387')])"
doi,10.1038/s41598-024-56956-9
title,Fully automated landmarking and facial segmentation on 3D photographs.
authorString,"Berends B, Bielevelt F, Schreurs R, Vinayahalingam S, Maal T, de Jong G."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Berends B'), ('firstName', 'Bo'), ('lastName', 'Berends'), ('initials', 'B'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', '3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands. Bo.Berends@radboudumc.nl.')]))]))]), OrderedDict([('fullName', 'Bielevelt F'), ('firstName', 'Freek'), ('lastName', 'Bielevelt'), ('initials', 'F'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', '3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands.')]))]))]), OrderedDict([('fullName', 'Schreurs R'), ('firstName', 'Ruud'), ('lastName', 'Schreurs'), ('initials', 'R'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', '3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands.')]), OrderedDict([('affiliation', 'Department of Oral and Maxillofacial Surgery, Amsterdam University Medical Center (UMC), AMC, Academic Center for Dentistry Amsterdam (ACTA), Meibergdreef 9, 1105 AZ, Amsterdam, The Netherlands.')])])]))]), OrderedDict([('fullName', 'Vinayahalingam S'), ('firstName', 'Shankeeth'), ('lastName', 'Vinayahalingam'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Oral and Maxillofacial Surgery, Radboud University Medical Center Nijmegen, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands.')]))]))]), OrderedDict([('fullName', 'Maal T'), ('firstName', 'Thomas'), ('lastName', 'Maal'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', '3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands.')]))]))]), OrderedDict([('fullName', 'de Jong G'), ('firstName', 'Guido'), ('lastName', 'de Jong'), ('initials', 'G'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', '3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands.')]))]))])])])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3724758'), ('dateOfPublication', '2024 Mar'), ('monthOfPublication', '3'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-03-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,6463
abstractText,"Three-dimensional facial stereophotogrammetry provides a detailed representation of craniofacial soft tissue without the use of ionizing radiation. While manual annotation of landmarks serves as the current gold standard for cephalometric analysis, it is a time-consuming process and is prone to human error. The aim in this study was to develop and evaluate an automated cephalometric annotation method using a deep learning-based approach. Ten landmarks were manually annotated on 2897 3D facial photographs. The automated landmarking workflow involved two successive DiffusionNet models. The dataset was randomly divided into a training and test dataset. The precision of the workflow was evaluated by calculating the Euclidean distances between the automated and manual landmarks and compared to the intra-observer and inter-observer variability of manual annotation and a semi-automated landmarking method. The workflow was successful in 98.6% of all test cases. The deep learning-based landmarking method achieved precise and consistent landmark annotation. The mean precision of 1.69 ± 1.15 mm was comparable to the inter-observer variability (1.31 ± 0.91 mm) of manual annotation. Automated landmark annotation on 3D photographs was achieved with the DiffusionNet-based approach. The proposed method allows quantitative analysis of large datasets and may be used in diagnosis, follow-up, and virtual surgical planning."
affiliation,"3D Lab Radboudumc, Radboud University Medical Center, Geert Grooteplein Zuid 10, 6525 GA, Nijmegen, The Netherlands. Bo.Berends@radboudumc.nl."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
