,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38571713
source,MED
pmid,38571713
pmcid,PMC10987776
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10987776')])"
doi,10.3389/fpls.2024.1361716
title,A new model construction based on the knowledge graph for mining elite polyphenotype genes in crops.
authorString,"Zhang D, Zhao R, Xian G, Kou Y, Ma W."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Zhang D'), ('firstName', 'Dandan'), ('lastName', 'Zhang'), ('initials', 'D'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China.')]))]))]), OrderedDict([('fullName', 'Zhao R'), ('firstName', 'Ruixue'), ('lastName', 'Zhao'), ('initials', 'R'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China.')]), OrderedDict([('affiliation', 'Key Laboratory of Agricultural Integration Publishing Knowledge Mining and Knowledge Service, National Press and Publication Administration, Beijing, China.')])])]))]), OrderedDict([('fullName', 'Xian G'), ('firstName', 'Guojian'), ('lastName', 'Xian'), ('initials', 'G'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China.')]), OrderedDict([('affiliation', 'Key Laboratory of Agricultural Big Data, Ministry of Agriculture and Rural Affairs, Beijing, China.')])])]))]), OrderedDict([('fullName', 'Kou Y'), ('firstName', 'Yuantao'), ('lastName', 'Kou'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China.')]), OrderedDict([('affiliation', 'Key Laboratory of Agricultural Integration Publishing Knowledge Mining and Knowledge Service, National Press and Publication Administration, Beijing, China.')])])]))]), OrderedDict([('fullName', 'Ma W'), ('firstName', 'Weilu'), ('lastName', 'Ma'), ('initials', 'W'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China.')]))]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', ['altmetrics', 'supporting_data'])])"
journalInfo,"OrderedDict([('volume', '15'), ('journalIssueId', '3703733'), ('dateOfPublication', '2024'), ('monthOfPublication', '0'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-01-01'), ('journal', OrderedDict([('title', 'Frontiers in plant science'), ('ISOAbbreviation', 'Front Plant Sci'), ('medlineAbbreviation', 'Front Plant Sci'), ('NLMid', '101568200'), ('ISSN', '1664-462X'), ('ESSN', '1664-462X')]))])"
pubYear,2024
pageInfo,1361716
abstractText,"Identifying polyphenotype genes that simultaneously regulate important agronomic traits (e.g., plant height, yield, and disease resistance) is critical for developing novel high-quality crop varieties. Predicting the associations between genes and traits requires the organization and analysis of multi-dimensional scientific data. The existing methods for establishing the relationships between genomic data and phenotypic data can only elucidate the associations between genes and individual traits. However, there are relatively few methods for detecting elite polyphenotype genes. In this study, a knowledge graph for traits regulating-genes was constructed by collecting data from the PubMed database and eight other databases related to the staple food crops rice, maize, and wheat as well as the model plant <i>Arabidopsis thaliana</i>. On the basis of the knowledge graph, a model for predicting traits regulating-genes was constructed by combining the data attributes of the gene nodes and the topological relationship attributes of the gene nodes. Additionally, a scoring method for predicting the genes regulating specific traits was developed to screen for elite polyphenotype genes. A total of 125,591 nodes and 547,224 semantic relationships were included in the knowledge graph. The accuracy of the knowledge graph-based model for predicting traits regulating-genes was 0.89, the precision rate was 0.91, the recall rate was 0.96, and the F1 value was 0.94. Moreover, 4,447 polyphenotype genes for 31 trait combinations were identified, among which the rice polyphenotype gene <i>IPA1</i> and the <i>A. thaliana</i> polyphenotype gene <i>CUC2</i> were verified via a literature search. Furthermore, the wheat gene <i>TraesCS5A02G275900</i> was revealed as a potential polyphenotype gene that will need to be further characterized. Meanwhile, the result of venn diagram analysis between the polyphenotype gene datasets (consists of genes that are predicted by our model) and the transcriptome gene datasets (consists of genes that were differential expression in response to disease, drought or salt) showed approximately 70% and 54% polyphenotype genes were identified in the transcriptome datasets of Arabidopsis and rice, respectively. The application of the model driven by knowledge graph for predicting traits regulating-genes represents a novel method for detecting elite polyphenotype genes."
affiliation,"Agricultural Information Institute of Chinese Academy of Agricultural Sciences, Beijing, China."
publicationStatus,epublish
language,eng
pubModel,Electronic-eCollection
pubTypeList,"OrderedDict([('pubType', ['methods-article', 'Journal Article'])])"
keywordList,"OrderedDict([('keyword', ['Crop', 'Cross-species', 'Knowledge Graph', 'Polyphenotype Gene', 'Traits Regulating-genes'])])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.3389/fpls.2024.1361716')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10987776')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10987776?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
