,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38195756
source,MED
pmid,38195756
pmcid,PMC10776628
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10776628')])"
doi,10.1038/s41531-024-00630-4
title,Neurocognitive correlates of semantic memory navigation in Parkinson's disease.
authorString,"Toro-Hernández FD, Migeot J, Marchant N, Olivares D, Ferrante F, González-Gómez R, González Campo C, Fittipaldi S, Rojas-Costa GM, Moguilner S, Slachevsky A, Chaná Cuevas P, Ibáñez A, Chaigneau S, García AM."
