,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38816446
source,MED
pmid,38816446
pmcid,PMC11139993
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11139993')])"
doi,10.1038/s41598-024-63195-5
title,Multiscale knowledge distillation with attention based fusion for robust human activity recognition.
authorString,"Yuan Z, Yang Z, Ning H, Tang X."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Yuan Z'), ('firstName', 'Zhaohui'), ('lastName', 'Yuan'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Software Engineering,School of Software, East China Jiaotong University, No. 808 Shuanggang East Street, Nanchang, 330013, Jiangxi, China. yuanzh@whu.edu.cn.')]))]))]), OrderedDict([('fullName', 'Yang Z'), ('firstName', 'Zhengzhe'), ('lastName', 'Yang'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Software Engineering,School of Software, East China Jiaotong University, No. 808 Shuanggang East Street, Nanchang, 330013, Jiangxi, China. yzzqwq@gmail.com.')]))]))]), OrderedDict([('fullName', 'Ning H'), ('firstName', 'Hao'), ('lastName', 'Ning'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Software Engineering,School of Software, East China Jiaotong University, No. 808 Shuanggang East Street, Nanchang, 330013, Jiangxi, China.')]))]))]), OrderedDict([('fullName', 'Tang X'), ('firstName', 'Xiangyang'), ('lastName', 'Tang'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Software Engineering,School of Software, East China Jiaotong University, No. 808 Shuanggang East Street, Nanchang, 330013, Jiangxi, China.')]))]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3763648'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,12411
abstractText,"Knowledge distillation is an effective approach for training robust multi-modal machine learning models when synchronous multimodal data are unavailable. However, traditional knowledge distillation techniques have limitations in comprehensively transferring knowledge across modalities and models. This paper proposes a multiscale knowledge distillation framework to address these limitations. Specifically, we introduce a multiscale semantic graph mapping (SGM) loss function to enable more comprehensive knowledge transfer between teacher and student networks at multiple feature scales. We also design a fusion and tuning (FT) module to fully utilize correlations within and between different data types of the same modality when training teacher networks. Furthermore, we adopt transformer-based backbones to improve feature learning compared to traditional convolutional neural networks. We apply the proposed techniques to multimodal human activity recognition and compared with the baseline method, it improved by 2.31% and 0.29% on the MMAct and UTD-MHAD datasets. Ablation studies validate the necessity of each component."
affiliation,"Department of Software Engineering,School of Software, East China Jiaotong University, No. 808 Shuanggang East Street, Nanchang, 330013, Jiangxi, China. yuanzh@whu.edu.cn."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', OrderedDict([('grantId', '20224BAB202030'), ('agency', 'Natural Science Foundation of Jiangxi Province'), ('orderIn', '0')]))])"
meshHeadingList,"OrderedDict([('meshHeading', [OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Humans')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Attention')]), OrderedDict([('majorTopic_YN', 'N'), ('descriptorName', 'Algorithms')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Human Activities')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Machine Learning')]), OrderedDict([('majorTopic_YN', 'Y'), ('descriptorName', 'Neural Networks, Computer')])])])"
keywordList,"OrderedDict([('keyword', ['Transfer Learning', 'Human Activity Recognition', 'Multi-modalities', 'Self-attention', 'Knowledge Distillation'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'doi'), ('site', 'Unpaywall'), ('url', 'https://doi.org/10.1038/s41598-024-63195-5')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-63195-5')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11139993')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC11139993?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCompletion,2024-05-30
dateOfCreation,2024-05-30
