,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38684904
source,MED
pmid,38684904
pmcid,PMC11059262
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11059262')])"
doi,10.1038/s41598-024-60668-5
title,Deep learning-aided 3D proxy-bridged region-growing framework for multi-organ segmentation.
authorString,"Chen Z, Yao L, Liu Y, Han X, Gong Z, Luo J, Zhao J, Fang G."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Chen Z'), ('firstName', 'Zhihong'), ('lastName', 'Chen'), ('initials', 'Z'), ('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-7056-1335')])), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China.')]), OrderedDict([('affiliation', 'Guangdong Provincial Key Laboratory of Artificial Intelligence in Medical Image Analysis and Application, Guangzhou, 510080, China.')])])]))]), OrderedDict([('fullName', 'Yao L'), ('firstName', 'Lisha'), ('lastName', 'Yao'), ('initials', 'L'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Guangdong Provincial Key Laboratory of Artificial Intelligence in Medical Image Analysis and Application, Guangzhou, 510080, China.')]), OrderedDict([('affiliation', 'School of Medicine, South China University of Technology, Guangzhou, 510180, China.')])])]))]), OrderedDict([('fullName', 'Liu Y'), ('firstName', 'Yue'), ('lastName', 'Liu'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China.')]), OrderedDict([('affiliation', 'School of Information Engineering, Jiangxi College of Applied Technology, Ganzhou, 341000, China.')])])]))]), OrderedDict([('fullName', 'Han X'), ('firstName', 'Xiaorui'), ('lastName', 'Han'), ('initials', 'X'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""Department of Radiology, School of Medicine, Guangzhou First People's Hospital, South China University of Technology, Guangzhou, 510180, China."")]))]))]), OrderedDict([('fullName', 'Gong Z'), ('firstName', 'Zhengze'), ('lastName', 'Gong'), ('initials', 'Z'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', ""Information and Data Centre, School of Medicine, Guangzhou First People's Hospital, South China University of Technology Guangdong, Guangzhou, 510180, China."")]))]))]), OrderedDict([('fullName', 'Luo J'), ('firstName', 'Jichao'), ('lastName', 'Luo'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China.')]), OrderedDict([('affiliation', 'Guangdong Provincial Key Laboratory of Artificial Intelligence in Medical Image Analysis and Application, Guangzhou, 510080, China.')])])]))]), OrderedDict([('fullName', 'Zhao J'), ('firstName', 'Jietong'), ('lastName', 'Zhao'), ('initials', 'J'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China.')]))]))]), OrderedDict([('fullName', 'Fang G'), ('firstName', 'Gang'), ('lastName', 'Fang'), ('initials', 'G'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China. gangf@gzhu.edu.cn.')]), OrderedDict([('affiliation', 'Guangdong Provincial Key Laboratory of Artificial Intelligence in Medical Image Analysis and Application, Guangzhou, 510080, China. gangf@gzhu.edu.cn.')])])]))])])])"
authorIdList,"OrderedDict([('authorId', OrderedDict([('@type', 'ORCID'), ('#text', '0000-0002-7056-1335')]))])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3747240'), ('dateOfPublication', '2024 Apr'), ('monthOfPublication', '4'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-04-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,9784
abstractText,"Accurate multi-organ segmentation in 3D CT images is imperative for enhancing computer-aided diagnosis and radiotherapy planning. However, current deep learning-based methods for 3D multi-organ segmentation face challenges such as the need for labor-intensive manual pixel-level annotations and high hardware resource demands, especially regarding GPU resources. To address these issues, we propose a 3D proxy-bridged region-growing framework specifically designed for the segmentation of the liver and spleen. Specifically, a key slice is selected from each 3D volume according to the corresponding intensity histogram. Subsequently, a deep learning model is employed to pinpoint the semantic central patch on this key slice, to calculate the growing seed. To counteract the impact of noise, segmentation of the liver and spleen is conducted on superpixel images created through proxy-bridging strategy. The segmentation process is then extended to adjacent slices by applying the same methodology iteratively, culminating in the comprehensive segmentation results. Experimental results demonstrate that the proposed framework accomplishes segmentation of the liver and spleen with an average Dice Similarity Coefficient of approximately 0.93 and a Jaccard Similarity Coefficient of around 0.88. These outcomes substantiate the framework's capability to achieve performance on par with that of deep learning methods, albeit requiring less guidance information and lower GPU resources."
affiliation,"Institute of Computing Science and Technology, Guangzhou University, Guangzhou, 510006, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
