,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38811674
source,MED
pmid,38811674
pmcid,PMC11136954
fullTextIdList,"OrderedDict([('fullTextId', 'PMC11136954')])"
doi,10.1038/s41598-024-61981-9
title,An accurate semantic segmentation model for bean seedlings and weeds identification based on improved ERFnet.
authorString,"Gao H, Qi M, Du B, Yang S, Li H, Wang T, Zhong W, Tang Y."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Gao H'), ('firstName', 'Haozhang'), ('lastName', 'Gao'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China.')]), OrderedDict([('affiliation', 'School of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, 132022, China.')])])]))]), OrderedDict([('fullName', 'Qi M'), ('firstName', 'Mingyang'), ('lastName', 'Qi'), ('initials', 'M'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China.')]))]))]), OrderedDict([('fullName', 'Du B'), ('firstName', 'Baoxia'), ('lastName', 'Du'), ('initials', 'B'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China.')]), OrderedDict([('affiliation', 'School of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, 132022, China.')])])]))]), OrderedDict([('fullName', 'Yang S'), ('firstName', 'Shuang'), ('lastName', 'Yang'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China.')]), OrderedDict([('affiliation', 'School of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, 132022, China.')])])]))]), OrderedDict([('fullName', 'Li H'), ('firstName', 'Han'), ('lastName', 'Li'), ('initials', 'H'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China.')]), OrderedDict([('affiliation', 'School of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, 132022, China.')])])]))]), OrderedDict([('fullName', 'Wang T'), ('firstName', 'Tete'), ('lastName', 'Wang'), ('initials', 'T'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'R &D Department, Jilin Province Electric Innovation Information Technology Limited Company, Changchun, 130117, China.')]))]))]), OrderedDict([('fullName', 'Zhong W'), ('firstName', 'Wenyu'), ('lastName', 'Zhong'), ('initials', 'W'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China. zhongwenyu@jlnku.edu.cn.')]))]))]), OrderedDict([('fullName', 'Tang Y'), ('firstName', 'You'), ('lastName', 'Tang'), ('initials', 'Y'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', [OrderedDict([('affiliation', 'Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China. tangyou9000@163.com.')]), OrderedDict([('affiliation', 'School of Information and Control Engineering, Jilin Institute of Chemical Technology, Jilin, 132022, China. tangyou9000@163.com.')])])]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'supporting_data')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3763648'), ('dateOfPublication', '2024 May'), ('monthOfPublication', '5'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-05-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,12288
abstractText,"In agricultural production activities, the growth of crops always accompanies the competition of weeds for nutrients and sunlight. In order to mitigate the adverse effects of weeds on yield, we apply semantic segmentation techniques to differentiate between seedlings and weeds, leading to precision weeding. The proposed EPAnet employs a loss function coupled with Cross-entropy loss and Dice loss to enhance attention to feature information. A multi-Decoder cooperative module based on ERFnet is designed to enhance information transfer during feature mapping. The SimAM is introduced to enhance position recognition. DO-CONV is used to replace the traditional convolution Feature Pyramid Networks (FPN) connection layer to integrate feature information, improving the model's performance on leaf edge processing, and is named FDPN. Moreover, the Overall Accuracy has been improved by 0.65%, the mean Intersection over Union (mIoU) by 1.91%, and the Frequency-Weighted Intersection over Union (FWIoU) by 1.19%. Compared to other advanced methods, EPAnet demonstrates superior image segmentation results in complex natural environments with uneven lighting, leaf interference, and shadows."
affiliation,"Electrical and Information Engineering College, Jilin Agricultural Science and Technology University, Jilin, 132101, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
grantsList,"OrderedDict([('grant', [OrderedDict([('grantId', '2018730519'), ('agency', 'The Digital Agriculture: An Emerging Interdisciplinary Field in Jilin Province'), ('orderIn', '0')]), OrderedDict([('grantId', 'YDZJ202201ZYTS692'), ('agency', 'The Jilin Province Science and Technology Development Program Project'), ('orderIn', '0')])])])"
