,Info_By_EuropePMC_Api
downloaded,True
htmlmade,False
id,38538676
source,MED
pmid,38538676
pmcid,PMC10973504
fullTextIdList,"OrderedDict([('fullTextId', 'PMC10973504')])"
doi,10.1038/s41598-024-57419-x
title,Scoring method of English composition integrating deep learning in higher vocational colleges.
authorString,"Feng S, Yu L, Liu F."
authorList,"OrderedDict([('author', [OrderedDict([('fullName', 'Feng S'), ('firstName', 'Shuo'), ('lastName', 'Feng'), ('initials', 'S'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Culture, Sports and Labor, Gannan Healthcare Vocational College, Ganzhou, 341000, China.')]))]))]), OrderedDict([('fullName', 'Yu L'), ('firstName', 'Lixia'), ('lastName', 'Yu'), ('initials', 'L'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Culture, Sports and Labor, Gannan Healthcare Vocational College, Ganzhou, 341000, China.')]))]))]), OrderedDict([('fullName', 'Liu F'), ('firstName', 'Fen'), ('lastName', 'Liu'), ('initials', 'F'), ('authorAffiliationDetailsList', OrderedDict([('authorAffiliation', OrderedDict([('affiliation', 'Department of Culture, Sports and Labor, Gannan Healthcare Vocational College, Ganzhou, 341000, China. savagelinda@126.com.')]))]))])])])"
dataLinksTagsList,"OrderedDict([('dataLinkstag', 'altmetrics')])"
journalInfo,"OrderedDict([('issue', '1'), ('volume', '14'), ('journalIssueId', '3724758'), ('dateOfPublication', '2024 Mar'), ('monthOfPublication', '3'), ('yearOfPublication', '2024'), ('printPublicationDate', '2024-03-01'), ('journal', OrderedDict([('title', 'Scientific reports'), ('ISOAbbreviation', 'Sci Rep'), ('medlineAbbreviation', 'Sci Rep'), ('NLMid', '101563288'), ('ISSN', '2045-2322'), ('ESSN', '2045-2322')]))])"
pubYear,2024
pageInfo,7287
abstractText,"Along with the progress of natural language processing technology and deep learning, the subjectivity, slow feedback, and long grading time of traditional English essay grading have been addressed. Intelligent English automatic scoring has been widely concerned by scholars. Given the limitations of topic relevance feature extraction methods and traditional automatic grading methods for English compositions, a topic decision model is proposed to calculate the topic relevance score of the topic richness in English composition. Then, based on the Score of Relevance Based on Topic Richness (TRSR) calculation method, an intelligent English composition scoring method combining artificial feature extraction and deep learning is designed. From the findings, the Topic Decision (TD) model achieved the best effect only when it was iterated 80 times. The corresponding accuracy, recall and F1 value were 0.97, 0.93 and 0.95 respectively. The model training loss finally stabilized at 0.03. The Intelligent English Composition Grading Method Integrating Deep Learning (DLIECG) method has the best overall performance and the best performance on dataset P. To sum up, the intelligent English composition scoring method has better effectiveness and reliability."
affiliation,"Department of Culture, Sports and Labor, Gannan Healthcare Vocational College, Ganzhou, 341000, China."
publicationStatus,epublish
language,eng
pubModel,Electronic
pubTypeList,"OrderedDict([('pubType', ['research-article', 'Journal Article'])])"
keywordList,"OrderedDict([('keyword', ['Natural Language Processing', 'Deep Learning', 'English Composition', 'Higher Vocational Colleges', 'Intelligent Scoring'])])"
subsetList,"OrderedDict([('subset', OrderedDict([('code', 'IM'), ('name', 'Index Medicus')]))])"
fullTextUrlList,"OrderedDict([('fullTextUrl', [OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Unpaywall'), ('url', 'https://www.nature.com/articles/s41598-024-57419-x.pdf')]), OrderedDict([('availability', 'Subscription required'), ('availabilityCode', 'S'), ('documentStyle', 'doi'), ('site', 'DOI'), ('url', 'https://doi.org/10.1038/s41598-024-57419-x')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'html'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10973504')]), OrderedDict([('availability', 'Open access'), ('availabilityCode', 'OA'), ('documentStyle', 'pdf'), ('site', 'Europe_PMC'), ('url', 'https://europepmc.org/articles/PMC10973504?pdf=render')])])])"
isOpenAccess,Y
inEPMC,Y
inPMC,N
hasPDF,Y
hasBook,N
hasSuppl,N
citedByCount,0
hasData,N
hasReferences,Y
hasTextMinedTerms,Y
hasDbCrossReferences,N
hasLabsLinks,Y
license,cc by
hasEvaluations,N
authMan,N
epmcAuthMan,N
nihAuthMan,N
hasTMAccessionNumbers,N
dateOfCreation,2024-03-28
firstIndexDate,2024-03-28
fullTextReceivedDate,2024-04-02
dateOfRevision,2024-03-30
electronicPublicationDate,2024-03-27
firstPublicationDate,2024-03-27
